,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,fast_trough_v_short_square,peak_v_short_square,height,ExIn,line_name
479,1.555397755,0.005617734,220.0,4.244303358,18.01111111,55.52128316,103.0803571,7.403421667,-68.01031196,-60.9437530518,30.01875,90.9625030518,I,Pvalb-IRES-Cre
480,1.553899644,0.031206162,30.00000191,33.97884837,28.595,34.9711488,328.125,1.32344,-64.71791146,-60.2812530518,27.8937511444,88.1750041962,I,Htr3a-Cre_NO152
482,1.546773524,-0.002309633,310.0,4.23792953,24.285,41.1776817,101.2500392,11.2558,-75.10838318,-73.0937512716,13.2291671435,86.3229184151,I,Pvalb-IRES-Cre
483,1.54561502,0.000337265,370.0,7.953606409,11.15511364,89.64498548,103.7500753,13.098735,-81.00833967,-70.4895858765,13.0937501589,83.5833360354,I,Pvalb-IRES-Cre
485,1.54266125,0.369424324,30.00000191,33.70067876,234.1833333,4.270158708,328.9062532,1.384646667,-76.12595418,-63.40625,33.90625,97.3125,I,Sst-IRES-Cre
486,1.539658809,0.008310174,70.0,17.16245557,40.67065217,24.58775423,242.1875025,3.134806667,-72.15646044,-58.8750038147,9.50000047684,68.3750042915,I,Sst-IRES-Cre
487,1.537811923,0.003118678,260.0,6.489626828,24.93192308,40.10922049,65.78136631,9.899888333,-77.51119741,-66.2000061035,32.2625019073,98.4625080108,I,Pvalb-IRES-Cre
488,1.525801076,0.004440714,119.9999924,19.83932624,44.72619048,22.35826457,185.9374982,4.802121667,-71.81520774,-61.789065361,24.2500009537,86.0390663147,I,Sst-IRES-Cre
490,1.517572572,0.005301486,150.0,7.769403138,20.41947917,48.97284558,135.312387,7.840198333,-76.00023786,-65.2500045776,28.3000011444,93.550005722,I,Pvalb-IRES-Cre
491,1.516161377,0.003207561,110.0,11.29283977,18.21351852,54.90427338,219.218748,5.183558333,-74.1137659,-68.8437530518,29.6875,98.5312530518,I,Sst-IRES-Cre
493,1.514546217,0.008097419,70.0,21.82474624,35.63557692,28.06184399,230.000045,2.271893333,-64.28200679,-58.0750022888,25.4062511444,83.4812534332,I,Sst-IRES-Cre
494,1.503867322,0.005543112,50.0,25.77544335,27.01263889,37.01970785,321.8750415,1.590311667,-60.23818697,-63.0781269073,24.484375,87.5625019073,I,Sst-IRES-Cre
498,1.500890965,0.264160156,50.0,28.68488422,19.89,50.27652086,345.1322317,2.640166667,-75.55773926,-59.6979179382,28.9895846049,88.6875025431,I,Sst-IRES-Cre
500,1.488835595,0.074312374,230.0,6.357066347,14.21,70.37297678,118.4375012,11.40883333,-74.41640051,-65.9562530518,16.6125011444,82.5687541962,I,Pvalb-IRES-Cre
501,1.487115083,0.032307529,50.0,33.85005269,36.11642857,27.68823052,340.7813614,2.2114825,-71.41427733,-65.6437515259,25.3437511444,90.9875026703,I,Gad2-IRES-Cre
502,1.481347352,-0.005913083,210.0,16.92267562,137.2728571,7.28476132,188.1695003,7.174716667,-72.67850133,-61.390625,11.7656254768,73.1562504768,I,Sst-IRES-Cre
503,1.480618776,0.003300725,310.0,5.496191132,19.12147059,52.29723286,80.62492443,14.04963,-80.1982982,-71.5000061035,29.4375011444,100.937507248,I,Pvalb-IRES-Cre
504,1.479334564,0.006803953,140.0,7.062279954,16.51305085,60.5581615,136.4062513,7.482978333,-79.38037078,-65.1875012716,25.0260429382,90.2135442098,I,Pvalb-IRES-Cre
506,1.474850505,-0.011939102,170.0,9.161802677,6.858055556,145.8139252,197.9687862,7.821125,-72.25487292,-65.2187525431,4.73958333333,69.9583358764,I,Pvalb-IRES-Cre
508,1.469335791,0.002980858,190.0,6.922312615,18.04759259,55.4090522,113.7499632,7.914971667,-79.17195754,-66.718755722,15.6484379768,82.3671936988,I,Pvalb-IRES-Cre
509,1.457374945,0.010818585,40.0,27.35637883,28.92742424,34.56927211,292.8125409,2.000048333,-69.33781254,-58.9375038147,34.0625,93.0000038147,I,Sst-IRES-Cre
511,1.453391161,0.002774219,160.0,7.91252316,13.86464789,72.12588507,135.3126129,6.692821667,-68.69915649,-63.3125006358,21.2395836512,84.552084287,I,Pvalb-IRES-Cre
512,1.449970645,0.002760727,300.0,12.83222988,14.36434783,69.61680489,98.43749061,13.05826333,-75.59854487,-68.9062515259,20.6875,89.5937515259,I,Pvalb-IRES-Cre
513,1.447790237,0.005914716,270.0,7.863241212,15.76135417,63.44632507,92.34378587,12.59187333,-74.04426606,-69.0500015259,23.3937503815,92.4437519074,I,Pvalb-IRES-Cre
515,1.441986529,0.003046885,170.0,6.758850695,9.189212963,108.8232479,165.1041614,6.652063333,-73.79518672,-67.09375,20.0312509537,87.1250009537,I,Pvalb-IRES-Cre
517,1.429427946,0.00154682,170.0,9.392558092,10.85054945,92.16123152,221.0937142,6.650858333,-74.05178102,-64.4739583333,17.6197926203,82.0937509536,I,Pvalb-IRES-Cre
519,1.427331256,0.000193018,140.0,6.348356709,21.47933333,46.55637978,126.0938276,6.943235,-70.56989042,-66.7500015259,39.0312507629,105.781252289,I,Pvalb-IRES-Cre
521,1.421978052,0.126489563,100.0,14.06879572,57.34636364,17.43789731,195.6249981,5.45477,-73.62979762,-63.3541679382,38.7500006358,102.104168574,I,Sst-IRES-Cre
525,1.413029724,0.058363742,160.0,15.00635998,16.679,59.95563283,189.5312482,9.12168,-75.6877395,-62.9437522888,7.92500038147,70.8687526703,I,Gad2-IRES-Cre
526,1.408176114,0.002121115,130.0,8.437636424,11.14544944,89.72271648,205.6249943,9.72669,-63.85445186,-61.2968762716,4.75000015895,66.0468764306,I,Pvalb-IRES-Cre
527,1.405709013,0.047237608,290.0,22.16121512,11.16875,89.53553442,81.24999918,15.58363,-74.63967527,-69.3500015259,23.3875007629,92.7375022888,I,Pvalb-IRES-Cre
528,1.400316768,0.003090001,390.0,9.525918285,14.29913043,69.93432255,82.50003892,14.7351,-69.64336874,-63.2656281789,17.6302089691,80.895837148,I,Pvalb-IRES-Cre
529,1.400014652,0.037179459,330.0,6.41196529,10.0325,99.67605283,66.87511231,14.25936333,-76.58144052,-69.90625,22.71875,92.625,I,Gad2-IRES-Cre
530,1.396525059,0.163518758,90.0,17.62342777,39.77166667,25.14352764,143.75,5.85473,-70.99886412,-61.5520839691,25.6927086512,87.2447926203,I,Sst-IRES-Cre
531,1.393662928,0.003198159,310.0,7.272253236,17.35571429,57.61791094,67.18769073,10.87266333,-78.44784626,-68.4437545776,24.1625011444,92.606255722,I,Pvalb-IRES-Cre
532,1.392591216,0.00774559,160.0,9.898676564,30.88967742,32.3732743,137.0312897,6.888965,-72.87572158,-67.9375038147,34.5937519073,102.531255722,I,Sst-IRES-Cre
533,1.389217696,0.009990831,220.0,6.987849203,22.26329268,44.91698574,105.1563253,11.03774,-77.06070794,-72.6750015259,17.7750003815,90.4500019074,I,Pvalb-IRES-Cre
534,1.385014993,0.001968133,120.0000076,19.61568909,12.22904762,81.77251665,291.4061768,2.66137,-68.71090698,-63.1041679382,20.1250006358,83.229168574,I,Sst-IRES-Cre
535,1.382721749,0.000218586,150.0,11.3308537,14.22376812,70.30485817,156.8750015,7.786186667,-70.54660856,-65.4114583333,22.2656262716,87.6770846049,I,Pvalb-IRES-Cre
536,1.378921057,0.001761589,110.0,10.46260828,10.33,96.8054211,148.7499987,5.65985,-70.46623535,-65.5677108765,31.4843762716,97.0520871481,I,Pvalb-IRES-Cre
539,1.362091003,0.011637977,10.0,46.26201083,21.68852941,46.10732157,567.968794,0.28431,-59.94123955,-58.2500038147,17.15625,75.4062538147,I,Htr3a-Cre_NO152
540,1.359474061,0.024577979,50.0,16.53986049,39.45895833,25.3427876,150.0,1.993961667,-69.60090964,-59.8750019073,34.320315361,94.1953172683,I,Sst-IRES-Cre
541,1.359101036,0.003317677,220.0,6.628360984,13.73743056,72.79381657,121.8749988,9.553413333,-72.03738012,-69.11875,14.7937505722,83.9125005722,I,Pvalb-IRES-Cre
542,1.357182696,0.000123407,170.0,9.635407889,16.97517241,58.90956366,144.9998519,6.76709,-67.84766436,-60.914065361,33.8437519073,94.7578172683,I,Pvalb-IRES-Cre
545,1.349205833,0.023732334,209.9999847,5.493397931,47.047,21.2553404,102.5000391,10.19409667,-70.24076244,-65.2687530518,14.2750007629,79.5437538147,I,Pvalb-IRES-Cre
546,1.336360559,0.017086422,380.0,6.012562555,13.18384615,75.85039967,65.62481239,12.993565,-69.89476497,-65.3250015259,20.2500007629,85.5750022888,I,Pvalb-IRES-Cre
548,1.332505228,0.002208724,110.0,12.58884193,21.41922222,46.68703605,235.6249977,4.64012,-71.84576233,-67.5625025431,18.5312506358,86.0937531789,I,Sst-IRES-Cre
550,1.327943663,0.001461991,210.0,7.589117622,13.28657534,75.26393929,137.4999986,7.237735,-76.25603651,-67.65625,5.375,73.03125,I,Pvalb-IRES-Cre
551,1.327623832,0.000457217,350.0,7.800527019,12.42468354,80.48494728,87.49999894,12.99034667,-79.72184397,-70.2500025431,14.8125,85.0625025431,I,Pvalb-IRES-Cre
552,1.326954774,0.00249241,240.0000153,4.508796405,22.52426829,44.39655873,106.4063673,9.683205,-79.31920886,-69.9765701294,21.0937504768,91.0703206062,I,Pvalb-IRES-Cre
553,1.326857357,0.001070392,400.0,6.28899287,14.34426471,69.714274,75.78128919,15.80517333,-79.43265395,-67.3593800863,14.9583338102,82.3177138965,I,Pvalb-IRES-Cre
554,1.32414886,0.002883911,290.0,5.37265528,12.2559375,81.59310538,85.26785497,12.45235667,-75.49036975,-68.925,17.4937503815,86.4187503815,I,Pvalb-IRES-Cre
555,1.321080333,0.016035172,200.0,6.657078189,32.65883333,30.61958735,100.4688273,9.60314,-70.40834513,-65.0437545776,20.8000015259,85.8437561035,I,Sst-IRES-Cre
556,1.3203844,-0.029840663,150.0,9.27556419,11.96275862,83.59275914,158.906281,9.4442,-68.91072083,-65.7500015259,13.2187503815,78.9687519074,I,Pvalb-IRES-Cre
557,1.318030465,0.006371196,230.0,7.189425503,22.67625,44.09900226,114.0625,9.970318333,-73.18901634,-65.8359375,11.3906254768,77.2265629768,I,Pvalb-IRES-Cre
558,1.316318086,-0.00123233,249.9999847,6.638819157,329.985,3.030440778,122.1874606,9.596283333,-75.74004116,-70.3802096049,31.6093756358,101.989585241,I,Pvalb-IRES-Cre
560,1.314489722,0.007080512,90.0,17.48847992,37.2956,26.81281438,204.3749981,2.631413333,-72.14053067,-65.73125,36.225,101.95625,I,Sst-IRES-Cre
562,1.313416008,0.016206077,110.0,15.8133128,45.28619048,22.08178673,203.1249638,4.685385,-75.67340386,-63.2031281789,32.0260416667,95.2291698456,I,Sst-IRES-Cre
565,1.308834215,0.005236444,400.0,5.321782087,3.828333333,261.2102743,85.15625,13.94603833,-72.20549214,-69.0000019073,5.22656279802,74.2265647053,I,Pvalb-IRES-Cre
566,1.307368148,0.003762639,330.0,4.747996238,28.04545455,35.65640194,67.34390448,13.6309,-72.92062397,-68.3072967529,21.0781257947,89.3854225476,I,Pvalb-IRES-Cre
567,1.305367514,0.003378266,230.0,11.38968807,18.08787037,55.28566821,118.2812469,7.741736667,-77.92003193,-67.3125030518,20.975,88.2875030518,I,Pvalb-IRES-Cre
569,1.29850166,0.004028463,419.9999695,5.098253195,16.32708333,61.2479265,59.06261498,15.28588,-73.69225171,-67.9062530518,30.1312511444,98.0375041962,I,Htr3a-Cre_NO152
570,1.297921796,-0.053596021,150.0,11.23079135,52.26972222,19.13153461,194.5310581,7.64352,-80.61833304,-64.21875,25.2656259537,89.4843759537,I,Pvalb-IRES-Cre
572,1.294285841,0.006618229,170.0,8.355111381,23.8347561,41.95553736,114.9999987,7.854571667,-71.07140859,-65.265625,24.6093759537,89.8750009537,I,Pvalb-IRES-Cre
575,1.291328822,0.008947499,290.0,6.102054849,9.046,110.5460977,130.6249631,10.67977,-74.78975423,-68.9895884196,24.7500009537,93.7395893733,I,Pvalb-IRES-Cre
576,1.289148992,-0.017614275,270.0,6.292852516,36.248,27.58772898,121.8749955,9.73326,-73.5458374,-60.960940361,19.5312509537,80.4921913147,I,Pvalb-IRES-Cre
577,1.287027919,-0.000706945,190.0,7.184422517,44.67772727,22.38251722,147.8124987,8.642616667,-70.96197826,-64.6718775431,16.1041668256,80.7760443687,I,Pvalb-IRES-Cre
578,1.286316116,-0.052525376,350.0,6.486945438,48.77363636,20.50287972,66.56242319,14.845745,-82.11792755,-72.4062530518,12.4000001907,84.8062532425,I,Pvalb-IRES-Cre
580,1.282817846,0.004725318,520.0,4.990350761,12.58027027,79.4895482,55.15624955,20.78065333,-81.55860901,-66.00625,29.1500007629,95.1562507629,I,Pvalb-IRES-Cre
586,1.272478779,0.024937273,270.0,7.181471915,12.54176471,79.73359599,105.4686366,14.245135,-68.58795447,-58.0187530518,24.0562515259,82.0750045777,I,Pvalb-IRES-Cre
587,1.272069818,0.000996272,190.0,6.391469346,19.3622549,51.64687714,145.6250395,7.695571667,-69.59015627,-65.7750015259,19.7687511444,85.5437526703,I,Pvalb-IRES-Cre
588,1.266971555,0.000995637,390.0,6.955983801,13.90583333,71.91226703,97.34378716,15.189315,-76.27424487,-65.4843788147,9.890625,75.3750038147,I,Pvalb-IRES-Cre
591,1.265459091,0.001442213,320.0,4.27114924,7.221875,138.4681956,82.03117278,14.54778833,-78.31802775,-74.1875012716,24.40625,98.5937512716,I,Pvalb-IRES-Cre
594,1.263915585,0.018728396,290.0,9.302251426,9.03875,110.634767,164.6874634,9.249581667,-70.64434361,-65.0750015259,24.5812511444,89.6562526703,I,Pvalb-IRES-Cre
595,1.263677322,0.002758327,270.0,9.885314368,12.57064103,79.55043804,104.6878815,8.8457575,-72.1350953,-67.953125,32.984375,100.9375,I,Sst-IRES-Cre
599,1.243703443,0.006670196,370.0,6.902019424,14.89,67.15916723,70.15621248,16.42352,-75.81222607,-68.8250045776,25.1687519073,93.9937564849,I,Pvalb-IRES-Cre
600,1.242690961,0.005724966,520.0,4.992942596,16.12958333,61.99788174,58.59378861,21.70248333,-77.01522682,-71.0062515259,12.8250003815,83.8312519074,I,Pvalb-IRES-Cre
601,1.242522252,0.005373569,300.0,6.30181177,13.08681818,76.41276788,84.37503898,11.57412,-73.96957347,-66.8437515259,33.0812515259,99.9250030518,I,Pvalb-IRES-Cre
603,1.240245708,0.056505824,220.0,6.267726511,10.13333333,98.68421053,114.5312533,10.05903167,-75.65821293,-67.4125015259,27.6937515259,95.1062530518,I,Pvalb-IRES-Cre
604,1.238961436,0.004015966,469.9999695,6.801959948,11.8871875,84.12418833,65.62503881,18.08299333,-76.60201022,-67.2562530518,21.8187511444,89.0750041962,I,Htr3a-Cre_NO152
605,1.237463717,0.003541695,110.0,10.14321186,15.53349206,64.37702456,162.5447097,5.215105,-70.60791321,-64.7687561035,20.9750007629,85.7437568664,I,Sst-IRES-Cre
606,1.236772062,0.030534471,260.0,5.048795948,9.653333333,103.5911602,100.9374991,11.73103333,-82.91397878,-66.9687515259,21.2875003815,88.2562519074,I,Pvalb-IRES-Cre
607,1.226111928,0.040508386,190.0,5.465336819,10.42,95.96928983,133.9285496,11.61845,-78.85697031,-71.0875045776,3.31250014305,74.4000047207,I,Pvalb-IRES-Cre
608,1.225284566,0.001269422,590.0,6.339791959,12.05568966,82.94838608,51.56250492,21.629085,-80.15268616,-72.9187515259,12.8000003815,85.7187519074,I,Pvalb-IRES-Cre
613,1.219815297,0.001517695,390.0,7.779458945,5.576488764,179.32431,74.21875,11.55096,-69.64280519,-64.75,17.5312504768,82.2812504768,I,Pvalb-IRES-Cre
617,1.216799442,-0.000460816,509.9999695,5.043919622,9.215648148,108.5110872,92.52218838,10.15566333,-77.20398038,-71.3125,24.1145833333,95.4270833333,I,Pvalb-IRES-Cre
618,1.213808583,0.001921928,310.0,5.402794409,13.70443662,72.96907036,78.43746265,11.20407167,-78.4835901,-68.9843788147,24.2812519073,93.265630722,I,Htr3a-Cre_NO152
622,1.204547096,0.034776009,350.0,4.989565018,30.73375,32.53751983,64.53125072,16.01497333,-76.95507282,-70.0562545776,25.0187511444,95.075005722,I,Pvalb-IRES-Cre
624,1.200538285,0.003425871,170.0,5.671365542,16.32883333,61.24136242,128.906175,7.514663333,-75.96364131,-70.0750015259,16.9625007629,87.0375022888,I,Pvalb-IRES-Cre
625,1.200172918,-0.012285742,290.0,5.892629698,12.74804348,78.4434099,93.35927963,14.84756667,-75.772411,-66.6250038147,12.1041669846,78.7291707993,I,Pvalb-IRES-Cre
627,1.19038055,0.003157636,150.0,9.890335776,13.80654412,72.42942126,178.5937515,9.817898333,-71.85897108,-64.9312515259,17.5125007629,82.4437522888,I,Pvalb-IRES-Cre
628,1.187572754,0.001170621,330.0,5.429061562,21.56318182,46.37534518,63.28105927,13.39738167,-75.26026821,-67.9062530518,20.5375011444,88.4437541962,I,Pvalb-IRES-Cre
629,1.186820144,0.006578534,350.0,7.312430852,8.684534884,115.1472144,81.65178571,14.36564667,-76.70667134,-69.0187515259,18.6625007629,87.6812522888,I,Pvalb-IRES-Cre
631,1.185436403,0.029512663,270.0,6.217532997,11.27833333,88.66558298,138.7945459,9.882551667,-75.64879205,-68.1354217529,23.9375006358,92.0729223887,I,Pvalb-IRES-Cre
632,1.183663311,-0.039937604,330.0,6.975410824,75.215,13.29522037,74.21878876,13.849615,-74.07704745,-67.6640663147,24.046875,91.7109413147,I,Pvalb-IRES-Cre
636,1.178574911,0.018400774,70.0,18.24027118,46.27575,21.60959034,207.6563282,4.847511667,-73.30729675,-63.0208365122,26.3072923024,89.3281288146,I,Sst-IRES-Cre
637,1.176421342,0.005025263,300.0,8.017693656,20.99059524,47.64038316,67.90868376,12.722,-76.31455075,-70.6937515259,33.6500007629,104.343752289,I,Pvalb-IRES-Cre
638,1.172007127,0.025706022,400.0,6.312161088,8.59875,116.2959733,87.18750083,15.01571167,-70.01791301,-68.1875015259,17.5125003815,85.7000019074,I,Pvalb-IRES-Cre
639,1.169578888,0.000642588,290.0,4.11288686,12.5075,79.95202878,65.625,10.7405225,-72.0436058,-64.515625,27.5468759537,92.0625009537,I,Pvalb-IRES-Cre
642,1.160459988,0.001740794,209.9999847,11.24075215,13.7625,72.66121708,95.98214387,9.1346925,-75.1252954,-67.5833384196,18.1979179382,85.7812563578,I,Pvalb-IRES-Cre
643,1.159674165,0.002113929,190.0,8.332961668,13.68353846,73.08051224,131.2503815,7.374091667,-66.20292037,-61.9765663147,12.5078132153,74.48437953,I,Pvalb-IRES-Cre
644,1.15719534,0.002544944,370.0,7.727992667,8.300888889,120.4690261,105.156251,11.55552833,-74.09920311,-67.210943222,16.2890629768,83.5000061988,I,Pvalb-IRES-Cre
648,1.146995113,0.010545627,460.0,5.272422,5.279090909,189.4265542,71.25010963,20.21466833,-73.84359661,-68.9000015259,24.7375011444,93.6375026703,I,Sst-IRES-Cre
649,1.146889135,-0.000115879,720.0,3.467031958,13.18051724,75.86955669,36.87503865,23.56397167,-77.29481986,-73.1250030518,24.2562511444,97.3812541962,I,Pvalb-IRES-Cre
653,1.138994077,0.002089343,200.0,5.097316714,29.66821429,33.70610682,110.0000011,9.300095,-74.11608505,-68.7875030518,19.525,88.3125030518,I,Pvalb-IRES-Cre
659,1.128713975,0.001345759,390.0,5.571043802,20.49144444,48.80085456,71.87511516,14.59617,-80.80730217,-72.5000030518,26.6750015259,99.1750045777,I,Pvalb-IRES-Cre
660,1.127713237,-0.009535216,370.0,6.508292444,10.51018182,95.14583261,69.0625374,12.06589167,-60.53822761,-64.6562522888,22.5,87.1562522888,I,Pvalb-IRES-Cre
661,1.125337945,0.021280729,249.9999847,6.781886865,12.24142857,81.68981211,111.2500775,10.960505,-72.48332717,-67.0312512716,15.5781259537,82.6093772253,I,Pvalb-IRES-Cre
662,1.123193672,0.000151926,430.0,6.025099924,9.165794393,109.1012909,82.03125,15.20047333,-72.51312256,-58.6062515259,28.9562515259,87.5625030518,I,Pvalb-IRES-Cre
663,1.12118036,0.008501204,249.9999847,5.484671193,12.7682,78.31957519,105.2231053,10.07395833,-75.93765869,-64.8593788147,27.0937519073,91.953130722,I,Pvalb-IRES-Cre
664,1.120912422,0.000444016,180.0,7.04729296,9.188364486,108.8332969,138.2812434,8.343583333,-79.34928343,-68.1205378941,14.3214291164,82.4419670105,I,Pvalb-IRES-Cre
665,1.120507599,0.002141221,440.0,4.871896185,10.85934066,92.08662214,56.71875064,18.08857667,-83.22769456,-74.5875015259,16.1062505722,90.6937520981,I,Pvalb-IRES-Cre
672,1.08987995,0.041648183,249.9999847,6.269706165,8.066666667,123.9669421,122.8125012,10.157695,-79.46914673,-72.598962148,28.0937512716,100.69271342,I,Pvalb-IRES-Cre
675,1.078710788,-0.044625171,380.0,5.313684712,31.7875,31.4589068,70.62499934,20.962445,-69.880452,-66.3562530518,5.175,71.5312530518,I,Pvalb-IRES-Cre
676,1.078630108,0.001524761,240.0000153,7.317324343,9.51684466,105.0768438,109.8438656,8.134256667,-75.12142708,-66.4437561035,17.4062511444,83.8500072479,I,Pvalb-IRES-Cre
677,1.073883427,0.000359485,570.0,6.808605205,9.9258,100.7475468,50.31257688,19.83092667,-79.2037346,-78.5250076294,14.2750007629,92.8000083923,I,Pvalb-IRES-Cre
678,1.073177901,0.000773381,209.9999847,9.298723952,8.942181818,111.8295311,137.6562896,8.753211667,-76.36165314,-66.2343788147,18.0546884537,84.2890672684,I,Htr3a-Cre_NO152
679,1.067103534,0.000508087,360.0,4.559849637,22.5144186,44.41598149,52.34378867,14.11734,-75.76729202,-68.7760442098,17.1614586512,85.937502861,I,Pvalb-IRES-Cre
680,1.049266924,-0.204913284,320.0,6.02369185,51.342,19.47723112,93.59378729,11.23826,-72.86654865,-68.7625030518,32.2875007629,101.050003815,I,Gad2-IRES-Cre
681,1.0242578,0.003547426,220.0,6.159720764,11.94915663,83.68791466,99.06238452,7.5441,-76.77078091,-72.0729166667,15.8333336512,87.9062503179,I,Pvalb-IRES-Cre
684,1.008617393,0.002668887,410.0,6.775648169,13.65149254,73.25206363,81.87496405,15.032895,-70.46230936,-65.0750030518,25.2875011444,90.3625041962,I,Pvalb-IRES-Cre
685,1.000824084,0.001636046,370.0,6.584289213,10.45617021,95.63731076,95.46886717,12.23847333,-76.94203348,-68.8187530518,22.7062515259,91.5250045777,I,Pvalb-IRES-Cre
687,0.986617101,0.000606499,230.0,6.789672053,6.286867089,159.0617371,114.8435593,8.019646667,-77.16387282,-68.9750015259,19.3875011444,88.3625026703,I,Pvalb-IRES-Cre
688,0.960085556,0.000943977,550.0,5.312949566,9.585,104.3296818,54.53132684,18.52042833,-81.35416294,-73.4739608765,12.1875006358,85.6614615123,I,Pvalb-IRES-Cre
691,0.86272611,0.005342524,620.0,4.537654132,15.32107143,65.2695867,36.5624622,22.34595667,-77.08601435,-73.2375015259,25.7750011444,99.0125026703,I,Pvalb-IRES-Cre
