4.467714730951018454e-01,1.953340929198482678e-01,1.411705381863633257e-01,5.704585307614817857e-02,3.960851297113929248e-01,2.785744590581487046e-01,4.779410642736090509e-01,4.720327945622466714e-01,4.551914399082312990e-01,2.642610120638266835e-01,1.607574536663988474e-01,5.449080697858166289e-02,3.959033881364673602e-01,6.978297161938371573e-01,3.471918298550079052e-01,3.941796077040818913e-01,2.422633325479709443e-01,2.759353177850244476e-01,4.422915025942022321e-02,5.533816929528614370e-01,3.679383821936905719e-01,3.714285714285713857e-01,3.959832635983262517e-01,4.508670520231214396e-01,5.419042737233281670e-02,3.958820355449175765e-01,6.159663865545326189e-01,2.275712191363494785e-01,4.563953353410068470e-01,2.438080101560582413e-01,7.166738192007671149e-01,3.958067465860093392e-01,5.533816929528614370e-01,4.411026039219132500e-01,3.518804518525713299e-01,3.679383821936905719e-01,3.062358166318036590e-01,2.390591669908704309e-01,3.402628792396938384e-01,3.472848876082865743e-01,3.502044613283534780e-01,3.747675198637852034e-01,1.443249420770930103e-01
7.998059400220122739e-02,1.746931766402426978e-01,2.501587133595243317e-01,1.357897037112048011e-01,2.549580569932235474e-01,1.158252015274001678e-01,5.505514705882352811e-01,5.366075529501541652e-01,6.041901573988761598e-01,4.065025088369985662e-01,3.292799062339755167e-01,1.351940037156460495e-01,2.550404312307573695e-01,7.370617696161616550e-01,8.045222595890020312e-01,7.690302885514338493e-01,7.043006362391570629e-01,1.747444152438068221e-01,1.615321257583759718e-01,5.129017999872531597e-01,1.726861220958082477e-01,2.571428571428571175e-01,2.550627615062761588e-01,0.000000000000000000e+00,1.351316716857819955e-01,2.550429382797381739e-01,7.941176470587834046e-01,4.343545613222274948e-01,5.615310502893282596e-01,3.087707527518408490e-01,1.537576048266984241e-01,2.561927442882445116e-01,5.129017999872531597e-01,5.751878169544948349e-01,5.018031626711643156e-01,1.726861220958082477e-01,4.612340341458266435e-01,4.189721548338590229e-01,6.340080803848833213e-01,2.567874012355613189e-01,1.628770208770942141e-01,7.531385451018088872e-01,1.620823735473923277e-01
8.353349139191558470e-02,2.433696793205390452e-01,2.307510594085426248e-01,1.816907489033743328e-01,6.856657464998414664e-01,2.592278319898184691e-01,5.781250000000000000e-01,6.425648735225961694e-01,4.872342253229779985e-01,1.954569765540155046e-01,2.555856713793868695e-01,1.802729078135343332e-01,6.857175564393713785e-01,8.597662771285285999e-01,5.251641454941806675e-01,6.139645690362831587e-01,4.752730479379142503e-01,2.474488863432336150e-01,5.657908540795668628e-01,7.644647477235255728e-02,3.159797446976275737e-01,4.285714285714285476e-01,6.856903765690376407e-01,0.000000000000000000e+00,1.799619828709337899e-01,6.856970140021387827e-01,8.050420168067375926e-01,5.656455722338962211e-01,7.645349498265281429e-01,3.575851451226075284e-01,1.948350289046525408e-01,6.863952892470612799e-01,7.644647477235255728e-02,7.518796992481204811e-01,7.032457682765995699e-01,3.159797446976275737e-01,2.245715609851700600e-01,2.068765587701758557e-01,3.315065164923068353e-01,3.484161096401612312e-01,3.147668571868833531e-01,5.926844238670545550e-01,1.129209588977829193e-01
3.216333000540878007e-01,3.796358990598766581e-01,1.642967252499686337e-01,8.809781421056284145e-02,2.334222708931865120e-01,1.571913449299984222e-01,4.779411764705883137e-01,5.206913366040115676e-01,5.327103070876502144e-01,6.823015382037194154e-01,2.676360706175371917e-01,8.600973755578800173e-02,2.334504418682641358e-01,6.389816360601798806e-01,6.455141578292016291e-01,7.284178186345177108e-01,6.314850596717918041e-01,2.742341935261384256e-01,3.839784867336668017e-02,6.142530988207877130e-01,2.424736416482953238e-01,3.142857142857142794e-01,2.334728033472803499e-01,5.086705202312139518e-01,8.596569915209006929e-02,2.334584863017926670e-01,7.069327731090879752e-01,4.759300481109225434e-01,5.518411280952533193e-01,3.066598606659207693e-01,9.535253578370750382e-02,2.331752363917715676e-01,6.142530988207877130e-01,4.912280701754387913e-01,3.384853584499198931e-01,2.424736416482953238e-01,5.844633235113076974e-01,5.110454959133667874e-01,7.085862512268232827e-01,2.511310148989354118e-01,2.365073287145484926e-01,7.236902176755584115e-01,6.271156125023190364e-02
1.078212212602494557e-01,3.852397384696683025e-01,2.432680149343478815e-01,1.411622366366238612e-01,5.095707167394505355e-01,9.970301230379163826e-02,6.819852941176471894e-01,8.449295517104655762e-01,6.831877841924121064e-01,9.793364232319329288e-02,5.496300637315955084e-01,1.398705930086059368e-01,5.096209526092003728e-01,2.921535893154896257e-01,6.462436414203958090e-01,7.145183992740945511e-01,6.726334562627171998e-01,1.228742155579557738e-01,2.232233869580402610e-02,6.260361572704986610e-01,3.962608838671752842e-01,2.571428571428571175e-01,5.097907949790780879e-01,5.202312138728324431e-01,1.396809124110975908e-01,5.096172642143534937e-01,3.042016806722358524e-01,5.065646173236453276e-01,7.432171505708577985e-01,3.432310789383501426e-01,1.610683361522733392e-01,5.104749272318613862e-01,6.260361572704986610e-01,7.355888194607602681e-01,6.913962069404235855e-01,3.962608838671752842e-01,4.285666292550922574e-01,4.535708492091625188e-01,7.892993958838934176e-01,5.656110159373599622e-01,3.692682801331885756e-01,6.711097176074907189e-01,6.133127900137712307e-02
1.149593699517405532e-01,2.767089227474395230e-01,2.664724192098831823e-01,2.600615069741660790e-01,4.338504028295803727e-01,1.902135482953326573e-01,4.136028289794915214e-01,3.133242730764802531e-01,3.258702571913936197e-01,4.418653778188021963e-01,3.745513149219844573e-01,2.594119028806936011e-01,4.339446943340031226e-01,7.551474680050205279e-01,8.315097690411583642e-01,8.326637156930388750e-01,6.632787388301610854e-01,2.175048986795277972e-01,4.385460044973485405e-01,4.117873938538130218e-02,4.215272438294048740e-01,3.714285714285713857e-01,4.339748851824013487e-01,3.352601156069364152e-01,2.593494372183420271e-01,4.339450732775837483e-01,7.927170868318853536e-01,5.525163375866053439e-01,5.615309911467396553e-01,4.318181920667085727e-01,2.525736500643727123e-01,4.325344748468420430e-01,4.117873938538130218e-02,5.513784461152884120e-01,3.956723718549501889e-01,4.215271609195081481e-01,3.042549816546211705e-01,2.741715370440748756e-01,2.710313775031074068e-01,5.090496381663718317e-01,4.334188131101899266e-01,8.862369025456966476e-01,9.667796819735269276e-02
2.495110272297924869e-01,1.290835664872169442e-01,1.766141888753558209e-01,5.567607037591737473e-02,2.957358500922396827e-01,8.859567246500148485e-01,4.972425348618443319e-01,5.970896524665016969e-01,2.612097109652675719e-01,2.441630646997247078e-01,1.647498351769109137e-01,5.260095240128981331e-02,2.955580206069062243e-01,6.752921535894529370e-01,4.369073154503008705e-01,5.412097100747638168e-01,5.304914917278922282e-01,1.492344444129757031e-01,4.571327946282263688e-02,3.171339489607210016e-01,1.963730485212553667e-01,4.857142857142856540e-01,2.955648535564852075e-01,1.988439447480133404e-01,5.238034215416176309e-02,2.955529692617094306e-01,6.773109243696353587e-01,4.310722860494358155e-01,5.910853129812634332e-01,2.644948041335271061e-01,6.532199025572404949e-02,2.968688766743362017e-01,3.171339489607210016e-01,5.050123783580033887e-01,4.404944998239992415e-01,1.963730485212553667e-01,5.295026507392279758e-01,5.346351241300761892e-01,8.342636212979213095e-01,3.212667808751681342e-01,1.708033769571066784e-01,7.912275472431402612e-01,2.164537576078600367e-01
2.194437480498509785e-01,2.643602660076327382e-01,1.748231228958094241e-01,1.782049983743823063e-01,1.760227373133452233e-01,1.898599915146519379e-01,5.477941176470588758e-01,5.666213098706638363e-01,6.137413543449241615e-01,1.910475578789051498e-01,3.500109882059929678e-01,1.763864272139059608e-01,1.760145966148757291e-01,7.193238731218798421e-01,5.842450153123215362e-01,6.178737881876460447e-01,5.091777236672044848e-01,3.201528708742503726e-01,6.398650998570219739e-02,8.071984463017018996e-01,3.779736178635189070e-01,1.999999999999999833e-01,1.760669456066944472e-01,4.797687861271676679e-01,1.762670596527198263e-01,1.760154829518837394e-01,7.405462184873385922e-01,5.689278475066879004e-01,6.889534088562512260e-01,4.736842613836689253e-01,1.974301365713277967e-01,1.758346145214712553e-01,8.071984463017018996e-01,4.962406015037594820e-01,4.415250851331875559e-01,3.779736178635189070e-01,3.702068759119763186e-01,3.387602975222525070e-01,4.689735443283373217e-01,2.861991740643041737e-01,3.537956192555871127e-01,5.477758215058039504e-01,1.022829911987172824e-01
8.134698087274705447e-02,2.065385381333105785e-01,2.293864342125553069e-01,4.267166255376533268e-01,3.218258930125332817e-01,3.915994908782636230e-01,4.659926470588235947e-01,5.416098272663227853e-01,4.938891626078927288e-01,8.812841278800603861e-02,4.602593216614174199e-01,4.239680539836425677e-01,3.217032597365990232e-01,6.994991652754833922e-01,5.711159133444188019e-01,7.442719536149801085e-01,3.479975597234676865e-01,2.210884750250605990e-01,2.125033115018777341e-01,5.104249196957066914e-01,3.665119671627068421e-01,2.571428571428571175e-01,3.216736401673638834e-01,4.797687861271676679e-01,4.238696311484162482e-01,3.217050527121958492e-01,7.142857142856655628e-01,2.067833421858782383e-01,2.732558650155487712e-01,5.201238872739131214e-01,4.424709060157017149e-01,3.233980123998905221e-01,5.104249196957066914e-01,3.358394460271765247e-01,3.611540215939279541e-01,3.665119671627068421e-01,7.153673853030703134e-01,8.239913768475310984e-01,6.041576736263034597e-01,4.807693635467562565e-01,3.731349480158727694e-01,4.584625257529872933e-01,1.359173753730716361e-01
5.063337662936312489e-01,4.590969191040360498e-01,2.175246205957287737e-01,2.367538814951419823e-02,1.873430316774795656e-01,9.898175647009566092e-01,5.110294117647058432e-01,6.034560723908648505e-01,4.581493502830169540e-01,7.496918845671696197e-02,5.787121822577106361e-02,1.940571013688097146e-02,1.869921828714036227e-01,7.245409015026780253e-01,5.164113218114902981e-01,7.195134861230807477e-01,6.529125464446885463e-01,-2.976190970964912030e-02,1.668543959828467649e-01,4.335162321158092524e-02,7.159595229737631961e-01,4.857142857142856540e-01,1.871129860339304229e-01,0.000000000000000000e+00,1.913137267465447877e-02,1.869810118277764333e-01,6.974789915965402542e-01,3.315099361080870999e-01,6.468024247397943238e-01,4.937377361999106817e-01,2.825840002019530672e-02,1.860655298424715998e-01,4.335162321158092524e-02,6.378446115288221030e-01,6.316330761597304111e-01,7.159595229737631961e-01,8.219068071179987944e-01,8.157073148290543418e-01,1.150733868413935435e+00,1.183258245340957249e+00,7.701017794213398382e-01,7.924673403975317498e-01,4.602027297618598023e-02
