1.318842613667167152e-01,1.370895734070034511e-01,8.674633928268973282e-01,7.336771856878252507e-01,6.920690056255072165e-01,9.146679036961524734e-01,2.027005043106413495e-01,8.483199840049526763e-01,4.421768707481987803e-01,9.999999999999998890e-01,3.214991866064018655e-01,6.830023126526851840e-01,5.153846153846153300e-01,4.358974358951854811e-01,3.389757213838151539e-01,3.282463910091535375e-01,6.830023126526851840e-01,7.786179749547972317e-01
4.534498613291870761e-01,6.664713443870564635e-01,4.336672596752047526e-01,1.795534743476268069e-01,8.027814301855209500e-01,1.251243598839637539e-01,2.931918008784748508e-01,7.930876166936107197e-01,6.442176870746152417e-01,9.210851049018148329e-02,4.541096561071513715e-01,8.058279106367844946e-01,2.615384615384615530e-01,4.818181818183120413e-01,7.572917268508045918e-01,4.595381444140578253e-01,8.058279106367844946e-01,9.398076796297333280e-02
4.445861528126328066e-01,4.139847241259676514e-01,3.448348011642461963e-01,3.135738831615220157e-01,6.867081835269508439e-01,8.251353987664280520e-01,1.523914104441246309e-01,4.079669554245364260e-01,6.061224489794767578e-01,6.838470809807010165e-01,5.303680112140092273e-01,7.165564989011254937e-01,0.000000000000000000e+00,6.342657342657957997e-01,3.541665994458651490e-01,5.350381648230539966e-01,7.165564989011254937e-01,2.606197491873507577e-01
8.013363982374001326e-02,5.236986634229279236e-02,1.506214750721309725e-01,3.513747801895488188e-01,2.571204142608856102e-01,5.577539522319456822e-01,1.087115666178561924e-01,5.136617392539237770e-01,4.496598639454987278e-01,4.374845765827465871e-01,4.362919559066806841e-01,2.394703539763631817e-01,6.923076923076922906e-01,5.188811188811541797e-01,4.640624733020837223e-01,4.418976284746318761e-01,2.394703539763631817e-01,7.970752175520118277e-02
3.418759762335421004e-01,2.849618085710752258e-01,6.479973765019006460e-02,2.130586289868015015e-01,2.902662307589678470e-01,6.670719766507957615e-01,1.200382300305165018e-01,3.859576337263472823e-01,5.839002267549631142e-01,4.967118723153650106e-01,3.758256331500440250e-01,2.677705378147634541e-01,5.512820904071515787e-02,6.013986013987278056e-01,2.239582716590788891e-01,3.820325999700702191e-01,2.677704839205929943e-01,1.155506601472099937e-01
2.030864822680293891e-01,1.465766210147777249e-01,1.582186327425977312e-01,1.108247422680399552e-01,2.487903805603637331e-01,5.707969627876801066e-01,5.039043435822065931e-02,2.578351415714061901e-01,3.333333333331438553e-01,3.263871743396484226e-01,6.812881680864550926e-01,2.437087638871133777e-01,2.707692307692307621e-01,4.384615384616381562e-01,1.820311690991043285e-01,6.844575288787297929e-01,2.437087638871133777e-01,2.948219293244930261e-02
5.289667861816534922e-01,5.643232585238884269e-01,6.272076439999034747e-01,1.443298969072146498e-01,5.665006012607705088e-01,5.999226401188342273e-01,1.473889702294002291e-01,4.321938840774839363e-01,5.289115646256732362e-01,4.445129417475547906e-01,2.871026009698882664e-01,5.857617372203334227e-01,2.692307692307692180e-01,5.270979020980348650e-01,3.854166575604009992e-01,2.941918547695825392e-01,5.857617372203334227e-01,1.622219320478210935e-01
7.806422711520815128e-01,6.856909729961739863e-01,5.446179552537980806e-01,8.591065292096189410e-03,4.140059720046642688e-01,7.017059067876614264e-01,1.994468846595935929e-01,9.546006684746892734e-01,3.469387755101251969e-01,8.146321302534790254e-01,8.233604579053817041e-01,3.766004883997360331e-01,5.076923076923076650e-01,3.193473193497311513e-01,5.373263256279339206e-01,8.251170115787074266e-01,3.766004883997360331e-01,6.268466660054116124e-01
2.533649168239489602e-01,4.271503362953001925e-01,2.938162517885509195e-01,2.860824742268146537e-01,7.009320686759163976e-01,8.758428637934050354e-01,1.181063933625949858e-01,3.192184236238739814e-01,4.549319727890406284e-01,6.968249115234879110e-01,2.240160686033507709e-01,7.082783545441926343e-01,1.615384615384615474e-01,4.982517482518460383e-01,4.609374571591586811e-01,2.317326727621535909e-01,7.082783545441926343e-01,2.044857929187681167e-01
3.829149281278581562e-01,3.777062165741945643e-01,3.645675580483266620e-02,3.651202749140987081e-01,6.732224799175248187e-01,5.235989853470752742e-01,1.398243045388056771e-01,5.857149529333400828e-01,5.319727891154570898e-01,4.347718764169883898e-01,3.946506702122725141e-01,6.760265747835769723e-01,0.000000000000000000e+00,5.825174825175736260e-01,3.471352853087792401e-01,4.006704355279806506e-01,6.760265747835769723e-01,2.590191565193614709e-01
